26-4-2019 20:26:59,0.154
26-4-2019 20:26:59,0.002
26-4-2019 20:27:1,0.001
26-4-2019 20:27:1,0.002
26-4-2019 20:27:4,0.001
26-4-2019 20:27:4,0.002
26-4-2019 20:27:6,0.000
26-4-2019 20:27:6,0.002
26-4-2019 20:27:8,0.000
26-4-2019 20:27:8,0.002
26-4-2019 20:27:10,0.001
26-4-2019 20:27:10,0.002
26-4-2019 20:27:13,0.001
26-4-2019 20:27:13,0.002
26-4-2019 20:27:15,0.000
26-4-2019 20:27:15,0.002
26-4-2019 20:27:17,0.001
26-4-2019 20:27:17,0.002
26-4-2019 20:27:19,0.001
26-4-2019 20:27:19,0.002
26-4-2019 20:27:22,0.001
26-4-2019 20:27:22,0.002
26-4-2019 20:27:24,0.001
26-4-2019 20:27:24,0.002
26-4-2019 20:27:26,0.000
26-4-2019 20:27:26,0.002
26-4-2019 20:27:29,0.001
26-4-2019 20:27:29,0.002
26-4-2019 20:27:31,0.001
26-4-2019 20:27:31,0.002
26-4-2019 20:27:33,0.000
26-4-2019 20:27:33,0.002
26-4-2019 20:27:35,0.001
26-4-2019 20:27:35,0.002
26-4-2019 20:27:38,0.001
26-4-2019 20:27:38,0.002
26-4-2019 20:27:40,0.001
26-4-2019 20:27:40,0.002
26-4-2019 20:27:42,0.000
26-4-2019 20:27:42,0.002
26-4-2019 20:27:45,0.001
26-4-2019 20:27:45,0.002
26-4-2019 20:27:47,0.001
26-4-2019 20:27:47,0.002
26-4-2019 20:27:49,0.001
26-4-2019 20:27:49,0.002
26-4-2019 20:27:51,0.000
26-4-2019 20:27:51,0.002
26-4-2019 20:27:54,0.000
26-4-2019 20:27:54,0.002
26-4-2019 20:27:56,0.001
26-4-2019 20:27:56,0.002
26-4-2019 20:27:58,0.001
26-4-2019 20:27:58,0.002
26-4-2019 20:28:1,0.000
26-4-2019 20:28:1,0.002
26-4-2019 20:28:3,0.001
26-4-2019 20:28:3,0.002
26-4-2019 20:28:5,0.001
26-4-2019 20:28:5,0.002
26-4-2019 20:28:7,0.001
26-4-2019 20:28:7,0.002
26-4-2019 20:28:10,0.000
26-4-2019 20:28:10,0.002
